Pays;Adresse;Ville;Région;Gare - code uic;Gare;Type de point de vente;CodePostal;CB;Espèces;Chèque
FRANCE;CHERBOURG GARE AVENUE JEAN-FRANÇOIS MILLET;CHERBOURG-EN-COTENTIN;NORMANDIE;87444877;CHERBOURG;Poste de vente guichet;50100;Oui;Oui;Oui
FRANCE;13B, AVENUE DU GENERAL LECLERC / CHATELAILLON AVENUE DES 4 SERGENTS;CHÂTELAILLON-PLAGE;NOUVELLE AQUITAINE;87485110;CHATELAILLON PLAGE;Poste de vente guichet;17340;Oui;Oui;Oui
FRANCE;"RUE DE LA GARE
PLACE GUY FONTENELLE";COUTANCES;NORMANDIE;87447110;COUTANCES;Automates TER;50200;Oui;Oui;Non
FRANCE;PLACE FRANCOISE DORLEAC  17299  ROCHEFORT PLACE FRANÇOIS DORLEAC;ROCHEFORT;NOUVELLE AQUITAINE;87485144;ROCHEFORT;Automates TER;17300;Oui;Non;Non
FRANCE;"RUE DE LA GARE
PLACE GUY FONTENELLE";COUTANCES;NORMANDIE;87447110;COUTANCES;Poste de vente guichet;50200;Oui;Oui;Oui
FRANCE;CHEMIN DE LA MER;LA JARRIE;NOUVELLE AQUITAINE;87485185;LA JARRIE;Automates TER;17220;Oui;Non;Non
FRANCE;GARE SNCF - 50400  GRANVILLE PLACE PIERRE SEMARD;GRANVILLE;NORMANDIE;87447680;GRANVILLE;Automates TER;50400;Oui;Oui;Non
FRANCE;1, RUE JULIA ET MAURICE MARCOU 1 RUE JULIA ET MAURICE MARCOU;SURGÈRES;NOUVELLE AQUITAINE;87485227;SURGERES;Automates TER;17700;Oui;Non;Non
FRANCE;GARE SNCF - 61220  BRIOUZE PLACE DE LA GARE;BRIOUZE;NORMANDIE;87448084;BRIOUZE;Automates TER;61220;Oui;Oui;Non
FRANCE;1, RUE JULIA ET MAURICE MARCOU 1 RUE JULIA ET MAURICE MARCOU;SURGÈRES;NOUVELLE AQUITAINE;87485227;SURGERES;Poste de vente guichet;17700;Oui;Oui;Oui
FRANCE;GARE SNCF - 14500  VIRE PLACE DE LA GARE;VIRE NORMANDIE;NORMANDIE;87448159;VIRE;Automates TGV-Intercités;14500;Oui;Non;Non
FRANCE;PLACE DE LA GARE - 79100  THOUARS;THOUARS;NOUVELLE AQUITAINE;87487009;THOUARS;Automates TER;79100;Oui;Non;Non
FRANCE;19 RUE DE L'AVALASSE;ROUEN;NORMANDIE;87461632;ESPACE BILL TER HTE NORMANDIE;Poste de vente guichet;76008;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE - 79100  THOUARS;THOUARS;NOUVELLE AQUITAINE;87487009;THOUARS;Poste de vente guichet;79100;Oui;Oui;Oui
FRANCE;PLACE SAINT ESPRIT;BAYONNE;NOUVELLE AQUITAINE;87187112;LIGNE DIRECTE BAYONNE;Poste de vente guichet;64100;Oui;Oui;Oui
FRANCE;GARE SNCF - 33240  ST ANDRE DE CUBZAC 32, AVENUE DE LA GARE;SAINT-ANDRÉ-DE-CUBZAC;NOUVELLE AQUITAINE;87491241;ST ANDRE DE CUBZAC;Poste de vente guichet;33240;Oui;Oui;Oui
FRANCE;MERIGNAC ARLAC HALTE;MÉRIGNAC;NOUVELLE AQUITAINE;87278259;MERIGNAC-ARLAC;Automates TER;33700;Oui;Non;Non
FRANCE;COGNAC GARE PLACE DE LA GARE;COGNAC;NOUVELLE AQUITAINE;87491449;COGNAC;Automates TER;16100;Oui;Non;Non
FRANCE;CHASSENEUIL DU POITOU  A  ENTRE LES CHEMINS RUE DU 21° SIÈCLE;CHASSENEUIL-DU-POITOU;NOUVELLE AQUITAINE;87324095;FUTUROSCOPE;Automates TGV-Intercités;86360;Oui;Non;Non
FRANCE;2 BOULEVARD SADI CARNOT;CHÂTELLERAULT;NOUVELLE AQUITAINE;87575142;CHATELLERAULT;Poste de vente guichet;86100;Oui;Oui;Oui
FRANCE;PL DE LA GARE;DAX;NOUVELLE AQUITAINE;87338400;UNITE FORMATION VOY. DAX;Poste de vente guichet;40100;Oui;Oui;Oui
FRANCE;VIVONNE GARE;VIVONNE;NOUVELLE AQUITAINE;87575290;VIVONNE;Automates TER;86370;Oui;Non;Non
FRANCE;11 RUE DE DION BOUTON;LIMOGES;NOUVELLE AQUITAINE;87417832;CRC TER LIMOUSIN;Poste de vente guichet;87280;Oui;Oui;Oui
FRANCE;GARE ST JEAN PARVIS LOUIS ARMAND  33063  BORDEAUX RUE CHARLES DOMERCQ;BORDEAUX;NOUVELLE AQUITAINE;87581009;BORDEAUX ST JEAN;Automates TER;33000;Oui;Non;Non
FRANCE;2 BOULEVARD PONT ACHARD;POITIERS;NOUVELLE AQUITAINE;87463364;POITIERS DBR DEPOSE MINUTE;Automates TER;86000;Oui;Non;Non
FRANCE;GARE ST JEAN PARVIS LOUIS ARMAND  33063  BORDEAUX RUE CHARLES DOMERCQ;BORDEAUX;NOUVELLE AQUITAINE;87581009;BORDEAUX ST JEAN;Libre-Service Assisté;33000;Oui;Non;Non
FRANCE;PLACE PIERRE SÉMARD PLACE PIERRE SÉMARD;ROCHELLE;NOUVELLE AQUITAINE;87485003;LA ROCHELLE VILLE;Automates TER;17000;Oui;Oui;Non
FRANCE;45 AV DE LA GARE ALRB  33268  MARGAUX;MARGAUX-CANTENAC;NOUVELLE AQUITAINE;87581215;MARGAUX;Poste de vente guichet;33460;Oui;Oui;Oui
FRANCE;PLACE FRANCOISE DORLEAC  17299  ROCHEFORT PLACE FRANÇOIS DORLEAC;ROCHEFORT;NOUVELLE AQUITAINE;87485144;ROCHEFORT;Poste de vente guichet;17300;Oui;Oui;Oui
FRANCE;GARE SNCF - 33780  SOULAC SUR MER;SOULAC-SUR-MER;NOUVELLE AQUITAINE;87581371;SOULAC SUR MER SNCF;Poste de vente guichet;33780;Oui;Oui;Oui
FRANCE;AIGREFEUILLE LE THOU GARE;THOU;NOUVELLE AQUITAINE;87485193;AIGREFEUILLE LE THOU;Automates TER;17290;Oui;Non;Non
FRANCE;6, RUE EUGÊNE ET MARC DULOUT 6 RUE EUGÈNE ET MARC DULOUT;PESSAC;NOUVELLE AQUITAINE;87581751;PESSAC;Automates TER;33600;Oui;Oui;Non
FRANCE;BV DE SAINTES PLACE PIERRE SÉMARD;SAINTES;NOUVELLE AQUITAINE;87491001;SAINTES;Poste de vente guichet;17100;Oui;Oui;Oui
FRANCE;RUE JEAN MACÉ  33039  BEGLES;BÈGLES;NOUVELLE AQUITAINE;87581801;BEGLES;Poste de vente guichet;33130;Oui;Oui;Oui
FRANCE;JONZAC GARE PLACE RÉMI PITEAU;JONZAC;NOUVELLE AQUITAINE;87491142;JONZAC;Automates TER;17500;Oui;Non;Non
FRANCE;2 AV GENERAL LECLERC - 33530  BASSENS;BASSENS;NOUVELLE AQUITAINE;87581850;BASSENS VILLE;Poste de vente guichet;33530;Oui;Oui;Oui
FRANCE;AVENUE PIERRE SÉMARD RUE PIERRE SÉMARD;SAINT-YZAN-DE-SOUDIAC;NOUVELLE AQUITAINE;87491209;ST MARIENS ST YZAN;Poste de vente guichet;33920;Oui;Oui;Oui
FRANCE;7 AV DE LA REPUBLIQUE - 33380  MARCHEPRIME RUE DE LA GARE;MARCHEPRIME;NOUVELLE AQUITAINE;87582445;MARCHEPRIME;Automates TER;33380;Oui;Oui;Non
FRANCE;RUE DE LA GARE  16090  CHATEAUNEUF-SUR-CHARENTE;CHÂTEAUNEUF-SUR-CHARENTE;NOUVELLE AQUITAINE;87491506;CHATEAUNEUF SUR CHARENTE;Poste de vente guichet;16120;Oui;Oui;Oui
FRANCE;QUARTIER GARE;YCHOUX;NOUVELLE AQUITAINE;87582536;YCHOUX;Automates TER;40160;Oui;Oui;Non
FRANCE;ROYAN GARE 7 PLACE DE LA GARE;ROYAN;NOUVELLE AQUITAINE;87491803;ROYAN;Poste de vente guichet;17200;Oui;Oui;Oui
FRANCE;SQUARE DU 18 JUIN SQUARE DU 18 JUIN 1940;TESTE-DE-BUCH;NOUVELLE AQUITAINE;87582643;LA TESTE;Automates TER;33115;Oui;Oui;Non
FRANCE;2 BOULEVARD PONT ACHARD;POITIERS;NOUVELLE AQUITAINE;87575001;POITIERS;Automates TER;86000;Oui;Non;Non
FRANCE;SQUARE DU 18 JUIN SQUARE DU 18 JUIN 1940;TESTE-DE-BUCH;NOUVELLE AQUITAINE;87582643;LA TESTE;Poste de vente guichet;33115;Oui;Oui;Oui
FRANCE;2 BOULEVARD PONT ACHARD;POITIERS;NOUVELLE AQUITAINE;87575001;POITIERS;Libre-Service Assisté;86000;Oui;Non;Non
FRANCE;GARE DE CERONS - 33720  CERONS 33 LA MORELLE;CÉRONS;NOUVELLE AQUITAINE;87582742;CERONS;Automates TER;33720;Oui;Oui;Non
FRANCE;GARE DE LUSSAC LES CHATEAUX / BV;LUSSAC-LES-CHÂTEAUX;NOUVELLE AQUITAINE;87575845;LUSSAC LES CHATEAUX;Automates TER;86320;Oui;Non;Non
FRANCE;BARSAC GARE;BARSAC;NOUVELLE AQUITAINE;87582759;BARSAC;Automates TER;33720;Oui;Oui;Non
FRANCE;GARE SNCF - 33460  MACAU;MACAU;NOUVELLE AQUITAINE;87581199;MACAU;Automates TER;33460;Oui;Oui;Non
FRANCE;BV DE SAINTE FOY LA GRANDE AVENUE DE LA GARE;SAINTE-FOY-LA-GRANDE;NOUVELLE AQUITAINE;87584193;STE FOY LA GRANDE;Automates TER;33220;Oui;Oui;Non
FRANCE;GARE DE CAUDERAN - 33000  BORDEAUX;BORDEAUX;NOUVELLE AQUITAINE;87581538;CAUDERAN MERIGNAC;Automates TER;33000;Oui;Oui;Non
FRANCE;BV DE SAINTE FOY LA GRANDE AVENUE DE LA GARE;SAINTE-FOY-LA-GRANDE;NOUVELLE AQUITAINE;87584193;STE FOY LA GRANDE;Poste de vente guichet;33220;Oui;Oui;Oui
FRANCE;PAREMPUYRE GARE;PAREMPUYRE;NOUVELLE AQUITAINE;87581710;PAREMPUYRE;Automates TER;33290;Oui;Oui;Non
FRANCE;PLACE DU 8 MAI;COUTRAS;NOUVELLE AQUITAINE;87584516;COUTRAS;Poste de vente guichet;33230;Oui;Oui;Oui
FRANCE;31, RUE DE LA GARE 31 RUE DE LA GARE;BLANQUEFORT;NOUVELLE AQUITAINE;87581728;BLANQUEFORT;Automates TER;33290;Oui;Non;Non
FRANCE;GARE SNCF - 47190  AIGUILLON;AIGUILLON;NOUVELLE AQUITAINE;87586693;AIGUILLON LOT ET GARONNE;Automates TER;47190;Oui;Oui;Non
FRANCE;31, RUE DE LA GARE 31 RUE DE LA GARE;BLANQUEFORT;NOUVELLE AQUITAINE;87581728;BLANQUEFORT;Poste de vente guichet;33290;Oui;Oui;Oui
FRANCE;GARE SNCF - 47190  AIGUILLON;AIGUILLON;NOUVELLE AQUITAINE;87586693;AIGUILLON LOT ET GARONNE;Poste de vente guichet;47190;Oui;Oui;Oui
FRANCE;AVENUE CHARLES DE GAULLE;BRUGES;NOUVELLE AQUITAINE;87581736;BRUGES GIRONDE;Automates TER;33520;Oui;Oui;Non
FRANCE;GARE SNCF - 87400  ST LEONARD DE NOBLAT;SAINT-LÉONARD-DE-NOBLAT;NOUVELLE AQUITAINE;87592071;ST LEONARD DE NOBLAT SNCF.;Automates TER;87400;Oui;Non;Non
FRANCE;AVENUE DE LA GARE AVENUE DE LA GARE;CESTAS;NOUVELLE AQUITAINE;87582403;GAZINET CESTAS;Automates TER;33610;Oui;Oui;Non
FRANCE;SAINT GERMAIN LES BELLES GARE;SAINT-GERMAIN-LES-BELLES;NOUVELLE AQUITAINE;87592287;ST GERMAIN LES BELLES;Automates TER;87380;Oui;Oui;Non
FRANCE;PLACE DU GÉNÉRAL DE GAULLE;BIGANOS;NOUVELLE AQUITAINE;87582478;BIGANOS FACTURE;Automates TER;33380;Oui;Oui;Non
FRANCE;GARE SNCF - 23160  ST SEBASTIEN;SAINT-SÉBASTIEN;NOUVELLE AQUITAINE;87592493;ST SEBASTIEN;Poste de vente guichet;23160;Oui;Oui;Oui
FRANCE;GARE SNCF - 33470  GUJAN MESTRAS AVENUE DE LA GARE;GUJAN-MESTRAS;NOUVELLE AQUITAINE;87582619;GUJAN MESTRAS;Poste de vente guichet;33470;Oui;Oui;Oui
FRANCE;LE DORAT GARE;DORAT;NOUVELLE AQUITAINE;87592543;LE DORAT;Poste de vente guichet;87210;Oui;Oui;Oui
FRANCE;BOULEVARD DU GÉNÉRAL LECLERC;ARCACHON;NOUVELLE AQUITAINE;87582668;ARCACHON;Poste de vente guichet;33120;Oui;Oui;Oui
FRANCE;GARE SNCF - 87500  ST YRIEIX LA PERCHE;SAINT-YRIEIX-LA-PERCHE;NOUVELLE AQUITAINE;87592824;ST YRIEIX LA PERCHE;Poste de vente guichet;87500;Oui;Oui;Oui
FRANCE;GARE DE CADAUJAC - 33140  CADAUJAC;CADAUJAC;NOUVELLE AQUITAINE;87582684;CADAUJAC;Automates TER;33140;Oui;Oui;Non
FRANCE;AVENUE DE LA GARE;CHABANAIS;NOUVELLE AQUITAINE;87592873;CHABANAIS;Poste de vente guichet;16150;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE;PORTETS;NOUVELLE AQUITAINE;87582718;PORTETS;Automates TER;33640;Oui;Non;Non
FRANCE;AVENUE PIERRE SEMARD AVENUE PIERRE SEMARD;USSEL;NOUVELLE AQUITAINE;87594093;USSEL;Automates TER;19200;Oui;Oui;Non
FRANCE;RUE HENRI LABIT PLACE HENRI LABIT;LANGON;NOUVELLE AQUITAINE;87582775;LANGON;Automates TER;33210;Oui;Oui;Non
FRANCE;GARE SNCF - 19240  ALLASSAC 1 AVENUE DE LA GARE;ALLASSAC;NOUVELLE AQUITAINE;87594234;ALLASSAC;Automates TER;19240;Oui;Oui;Non
FRANCE;GARE SNCF - 33190  LA REOLE RUE DE LA GARE;RÉOLE;NOUVELLE AQUITAINE;87582866;LA REOLE;Poste de vente guichet;33190;Oui;Oui;Oui
FRANCE;GARE SNCF - 24120  TERRASSON LA VILLEDIEU RUE DE L'INDUSTRIE;TERRASSON-LAVILLEDIEU;NOUVELLE AQUITAINE;87594408;TERRASSON;Poste de vente guichet;24120;Oui;Oui;Oui
FRANCE;4 PLACE DE LA GARE;ANGOULÊME;NOUVELLE AQUITAINE;87583005;ANGOULEME;Automates TER;16000;Oui;Oui;Non
FRANCE;"PLACE DU MARECHAL STALINE
PLACE HENRI QUEUILLE";TULLE;NOUVELLE AQUITAINE;87594499;TULLE;Automates TER;19000;Oui;Oui;Non
FRANCE;4 PLACE DE LA GARE;ANGOULÊME;NOUVELLE AQUITAINE;87583005;ANGOULEME;Poste de vente guichet;16000;Oui;Oui;Oui
FRANCE;"PLACE DU MARECHAL STALINE
PLACE HENRI QUEUILLE";TULLE;NOUVELLE AQUITAINE;87594499;TULLE;Poste de vente guichet;19000;Oui;Oui;Oui
FRANCE;1 PLACE DE LA GARE  16291  RUELLE-SUR-TOUVRE;RUELLE-SUR-TOUVRE;NOUVELLE AQUITAINE;87583203;RUELLE;Poste de vente guichet;16600;Oui;Oui;Oui
FRANCE;GARE SNCF - 24110  ST ASTIER RUE JEAN JAURÈS;SAINT-ASTIER;NOUVELLE AQUITAINE;87595249;ST ASTIER;Automates TER;24110;Oui;Oui;Non
FRANCE;72 AVENUE GALLIENI;LIBOURNE;NOUVELLE AQUITAINE;87584052;LIBOURNE;Automates TGV-Intercités;33500;Oui;Non;Non
FRANCE;AVENUE DE LA GARE 15 AVENUE DE LA LAÏCITÉ;MONT-DE-MARSAN;NOUVELLE AQUITAINE;87671016;MONT DE MARSAN;Automates TGV-Intercités;40000;Oui;Non;Non
FRANCE;PLACE DU 8 MAI;COUTRAS;NOUVELLE AQUITAINE;87584516;COUTRAS;Automates TER;33230;Oui;Oui;Non
FRANCE;AVENUE JEAN BIRAY;PAU;NOUVELLE AQUITAINE;87672006;PAU;Poste de vente guichet;64000;Oui;Oui;Oui
FRANCE;8, RUE DE LA GARE;SAINT-SEURIN-SUR-L'ISLE;NOUVELLE AQUITAINE;87584615;ST SEURIN SUR L'ISLE;Automates TER;33660;Oui;Oui;Non
FRANCE;AVENUE DE LA GARE SNCF - 64300  ORTHEZ AVENUE DE LA GARE;ORTHEZ;NOUVELLE AQUITAINE;87672253;ORTHEZ;Automates TER;64300;Oui;Oui;Non
FRANCE;1 PLACE RABELAIS;AGEN;NOUVELLE AQUITAINE;87586008;AGEN;Automates TER;47000;Oui;Oui;Non
FRANCE;BEDOUS GARE;BEDOUS;NOUVELLE AQUITAINE;87672774;BEDOUS;Automates TER;64490;Oui;Oui;Non
FRANCE;AVENUE ROBERT PHILIPPOT;PORT-SAINTE-MARIE;NOUVELLE AQUITAINE;87586107;PORT STE MARIE;Poste de vente guichet;47130;Oui;Oui;Oui
FRANCE;ALLÉE DU MOURA ALLÉE DU MOURA;BIARRITZ;NOUVELLE AQUITAINE;87673400;BIARRITZ;Automates TGV-Intercités;64200;Oui;Non;Non
FRANCE;GARE SNCF - 47200  MARMANDE PLACE DU 11 NOVEMBRE;MARMANDE;NOUVELLE AQUITAINE;87586545;MARMANDE;Automates TGV-Intercités;47200;Oui;Non;Non
FRANCE;ALLÉE DU MOURA ALLÉE DU MOURA;BIARRITZ;NOUVELLE AQUITAINE;87673400;BIARRITZ;Poste de vente guichet;64200;Oui;Oui;Oui
FRANCE;GARE SNCF - 47200  MARMANDE PLACE DU 11 NOVEMBRE;MARMANDE;NOUVELLE AQUITAINE;87586545;MARMANDE;Poste de vente guichet;47200;Oui;Oui;Oui
FRANCE;GARE SNCF - 64220  ST JEAN PIED DE PORT;SAINT-JEAN-PIED-DE-PORT;NOUVELLE AQUITAINE;87673723;ST JEAN PIED DE PORT;Poste de vente guichet;64220;Oui;Oui;Oui
FRANCE;7 PLACE MAISON-DIEU  87085  LIMOGES;LIMOGES;NOUVELLE AQUITAINE;87592006;LIMOGES BENEDICTINS;Automates TER;87000;Oui;Oui;Non
FRANCE;BD PASSICOT  64483  SAINT-JEAN-DE-LUZ AVENUE DE VERDUN;SAINT-JEAN-DE-LUZ;NOUVELLE AQUITAINE;87677120;ST JEAN DE LUZ CIBOURE;Poste de vente guichet;64500;Oui;Oui;Oui
FRANCE;LIMOGES MONTJOVIS GARE;LIMOGES;NOUVELLE AQUITAINE;87592022;LIMOGES MONTJOVIS;Poste de vente guichet;87000;Oui;Oui;Oui
FRANCE;5 RUE MOULIN BAYARD;TOULOUSE;OCCITANIE;87430207;CRC TER MIDI PYRENEES;Poste de vente guichet;31000;Oui;Oui;Oui
FRANCE;AMBAZAC GARE;AMBAZAC;NOUVELLE AQUITAINE;87592311;AMBAZAC;Automates TER;87240;Oui;Oui;Non
FRANCE;1 RUE MARCEL LOUBENS;TOULOUSE;OCCITANIE;87441113;REC BILLETIQUE MIDI-PYRENEES;Poste de vente guichet;31200;Oui;Oui;Oui
FRANCE;GARE SNCF - 87140  NANTIAT;NANTIAT;NOUVELLE AQUITAINE;87592444;NANTIAT;Automates TER;87140;Oui;Oui;Non
FRANCE;SAINT DENIS PRES MARTEL GARE GARE SNCF;SAINT-DENIS-LÈS-MARTEL;OCCITANIE;87594572;ST DENIS PRES MARTEL;Poste de vente guichet;46600;Oui;Oui;Oui
FRANCE;LE DORAT GARE;DORAT;NOUVELLE AQUITAINE;87592543;LE DORAT;Automates TER;87210;Oui;Non;Non
FRANCE;64, BOULEVARD PIERRE SÉMARD  31555  TOULOUSE;TOULOUSE;OCCITANIE;87611004;TOULOUSE MATABIAU;Automates TGV-Intercités;31000;Oui;Non;Non
FRANCE;GARE DE BUSSIERE GALANT - 87230  BUSSIERE GALANT;BUSSIÈRE-GALANT;NOUVELLE AQUITAINE;87592741;BUSSIERE GALANT;Poste de vente guichet;87230;Oui;Oui;Oui
FRANCE;GARE SNCF DE MURET - 31600  MURET 50 BOULEVARD EDGAR FAURE;MURET;OCCITANIE;87611038;MURET;Automates TER;31600;Oui;Oui;Non
FRANCE;AVENUE JEAN JAURÈS  AVENUE JEAN JAURÈS;BRIVE-LA-GAILLARDE;NOUVELLE AQUITAINE;87594002;BRIVE LA GAILLARDE;Automates TGV-Intercités;19100;Oui;Non;Non
FRANCE;AVENUE DE LA GARE;LE FAUGA;OCCITANIE;87611046;LE FAUGA;Automates TER;31410;Oui;Non;Non
FRANCE;GARE SNCF - 19300  EGLETONS BOULEVARD DU PUY NÈGRE;ÉGLETONS;NOUVELLE AQUITAINE;87594168;EGLETONS;Poste de vente guichet;19300;Oui;Oui;Oui
FRANCE;GARE CARBONNE - 31390  CARBONNE BOULEVARD DE LA GARE.;CARBONNE;OCCITANIE;87611061;CARBONNE;Poste de vente guichet;31390;Oui;Oui;Oui
FRANCE;RUE DE LA GARE RUE DE LA GARE;LARDIN-SAINT-LAZARE;NOUVELLE AQUITAINE;87594382;CONDAT LE LARDIN;Poste de vente guichet;24570;Oui;Oui;Oui
FRANCE;BOUSSENS GARE AVENUE DE LA GARE;BOUSSENS;OCCITANIE;87611095;BOUSSENS;Automates TER;31360;Oui;Oui;Non
FRANCE;GARE SNCF - 19130  OBJAT;OBJAT;NOUVELLE AQUITAINE;87594630;OBJAT;Poste de vente guichet;19130;Oui;Oui;Oui
FRANCE;64, BOULEVARD PIERRE SERNARD AVENUE DE L'URSS;TOULOUSE;OCCITANIE;87611301;ST AGNE;Automates TER;31000;Oui;Oui;Non
FRANCE;GARE SNCF - 24110  ST ASTIER RUE JEAN JAURÈS;SAINT-ASTIER;NOUVELLE AQUITAINE;87595249;ST ASTIER;Poste de vente guichet;24110;Oui;Oui;Oui
FRANCE;64, BOULEVARD PIERRE SERNARD AVENUE DE L'URSS;TOULOUSE;OCCITANIE;87611301;ST AGNE;Automates TGV-Intercités;31000;Oui;Non;Non
FRANCE;BOULEVARD DE SARLAT GARE;SARLAT-LA-CANÉDA;NOUVELLE AQUITAINE;87595827;SARLAT;Automates TER;24200;Oui;Oui;Non
FRANCE;AV PIERRE SEMARD - 09100  PAMIERS PLACE PIERRE SÉMARD;PAMIERS;OCCITANIE;87611343;PAMIERS;Poste de vente guichet;9100;Oui;Oui;Oui
FRANCE;BOULEVARD DE SARLAT GARE;SARLAT-LA-CANÉDA;NOUVELLE AQUITAINE;87595827;SARLAT;Poste de vente guichet;24200;Oui;Oui;Oui
FRANCE;GARE SNCF - 09700  SAVERDUN AVENUE DE LA GARE;SAVERDUN;OCCITANIE;87611368;SAVERDUN;Automates TER;9700;Oui;Oui;Non
FRANCE;PLACE DE LA GARE  23096  GUERET PLACE DE LA GARE;GUÉRET;NOUVELLE AQUITAINE;87597609;GUERET;Automates TGV-Intercités;23000;Oui;Non;Non
FRANCE;GARE D AUTERIVE - 31190  AUTERIVE BOULEVARD SÉVERIN;AUTERIVE;OCCITANIE;87611384;AUTERIVE;Automates TER;31190;Oui;Oui;Non
FRANCE;AVENUE JEAN BIRAY;PAU;NOUVELLE AQUITAINE;87672006;PAU;Automates TGV-Intercités;64000;Oui;Non;Non
FRANCE;GARE SNCF - 09110  AX LES THERMES AVENUE THÉOPHILE DELCASSE;AX-LES-THERMES;OCCITANIE;87611533;AX LES THERMES;Poste de vente guichet;9110;Oui;Oui;Oui
FRANCE;GARE SNCF AVENUE DE LA GARE;COARRAZE;NOUVELLE AQUITAINE;87672139;COARRAZE NAY;Poste de vente guichet;64800;Oui;Oui;Oui
FRANCE;SAINT JORY GARE 60 ROUTE DE PARIS;SAINT-JORY;OCCITANIE;87611657;ST JORY;Automates TER;31790;Oui;Oui;Non
FRANCE;GARE SNCF;ARTIX;NOUVELLE AQUITAINE;87672212;ARTIX;Poste de vente guichet;64170;Oui;Oui;Oui
FRANCE;GARE SNCF - 31630  CASTELNAU D ESTRETEFONDS CHEMIN DE LA GARE;CASTELNAU-D'ESTRÉTEFONDS;OCCITANIE;87611665;CASTELNAU D'ESTRETEFONDS;Poste de vente guichet;31620;Oui;Oui;Oui
FRANCE;AVENUE DE LA GARE SNCF - 64300  ORTHEZ AVENUE DE LA GARE;ORTHEZ;NOUVELLE AQUITAINE;87672253;ORTHEZ;Poste de vente guichet;64300;Oui;Oui;Oui
FRANCE;ESCALQUENS GARE;ESCALQUENS;OCCITANIE;87611707;ESCALQUENS;Poste de vente guichet;31750;Oui;Oui;Oui
FRANCE;GARE DE PUYOÔ RUE DE LA GARE;PUYOÔ;NOUVELLE AQUITAINE;87672279;PUYOO;Poste de vente guichet;64270;Oui;Oui;Oui
FRANCE;BAZIEGE GARE;BAZIÈGE;OCCITANIE;87611723;BAZIEGE;Automates TER;31450;Oui;Non;Non
FRANCE;GARE SNCF - 64400  OLORON SAINTE MARIE;OLORON-SAINTE-MARIE;NOUVELLE AQUITAINE;87672725;OLORON STE MARIE;Automates TER;64400;Oui;Oui;Non
FRANCE;GARE L ISLE JOURDAIN - 32600  L ISLE JOURDAIN 3-5 AVENUE DE VERDUN;ISLE-JOURDAIN;OCCITANIE;87611806;L'ISLE JOURDAIN;Automates TER;32600;Oui;Oui;Non
FRANCE;PLACE PEREIRE PLACE PEREIRE;BAYONNE;NOUVELLE AQUITAINE;87673004;BAYONNE;Poste de vente guichet;64100;Oui;Oui;Oui
FRANCE;GARE L ISLE JOURDAIN - 32600  L ISLE JOURDAIN 3-5 AVENUE DE VERDUN;ISLE-JOURDAIN;OCCITANIE;87611806;L'ISLE JOURDAIN;Poste de vente guichet;32600;Oui;Oui;Oui
FRANCE;7, AVENUE DE LA GARE GARE SNCF DE DAX;DAX;NOUVELLE AQUITAINE;87673202;DAX;Automates TER;40100;Oui;Oui;Non
FRANCE;GARE DE MONTRABE - 31850  MONTRABE;MONTRABÉ;OCCITANIE;87611848;MONTRABE;Automates TER;31850;Oui;Non;Non
FRANCE;RUE DU BARDOT RUE DU BARDOT;SAINT-VINCENT-DE-TYROSSE;NOUVELLE AQUITAINE;87673277;ST VINCENT DE TYROSSE;Poste de vente guichet;40230;Oui;Oui;Oui
FRANCE;PLACE DE LA GARE - 82100  CASTELSARRASIN;CASTELSARRASIN;OCCITANIE;87611897;CASTELSARRASIN;Poste de vente guichet;82100;Oui;Oui;Oui
FRANCE;2 PLACE DE LA DEFENSE CNIT 1;PARIS LA DEFENSE;OCCITANIE;87077511;PVM TEST DEDI;Poste de vente guichet;920853;Oui;Oui;Oui
FRANCE;LABEGE VILLAGE HALTE;LABÈGE;OCCITANIE;87612028;LABEGE VILLAGE;Automates TER;31670;Oui;Non;Non
FRANCE;LES RAMASSIERS HALTE HALTE FERROVIAIRE LES RAMASSIERS;COLOMIERS;OCCITANIE;87353581;LES RAMASSIERS;Automates TER;31000;Oui;Non;Non
FRANCE;66, PLACE JOUINOT 66 PLACE JOUINOT;CAHORS;OCCITANIE;87613000;CAHORS;Automates TER;46000;Oui;Oui;Non
FRANCE;4 PL AGAPITO NADAL;TOULOUSE;OCCITANIE;87410613;TOULOUSE ST CYPRIEN ARENES;Automates TER;31300;Oui;Non;Non
FRANCE;66, PLACE JOUINOT 66 PLACE JOUINOT;CAHORS;OCCITANIE;87613000;CAHORS;Poste de vente guichet;46000;Oui;Oui;Oui
FRANCE;RUE ANTOINE RICORD;TOULOUSE;OCCITANIE;87497461;GALLIENI-CANCEROPOLE;Automates TER;31000;Oui;Non;Non
FRANCE;GARE GRAMAT - 46500  GRAMAT GARE SNCF;GRAMAT;OCCITANIE;87613059;GRAMAT;Poste de vente guichet;46500;Oui;Oui;Oui
FRANCE;GARE DE SOUILLAC - 46200  SOUILLAC PLACE DE LA GARE;SOUILLAC;OCCITANIE;87594333;SOUILLAC;Automates TER;46200;Oui;Non;Non
